br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::<init>,16,org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR5Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::<init>,18,org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR5Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::<init>,16,org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::<init>,18,org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.MathMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.AOD1Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.AOD2Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.AOR1Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.AOR2Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.AOR3Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.AOR4Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR2Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR4Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR5Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::addTailNode,187,org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator





















































































































































































































































































































































































br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.MathMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.ABSMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.ABSMutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.AOD1Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.AOD2Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.AOR1Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.AOR2Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.AOR3Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.AOR4Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.UOI1Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.UOI1Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.UOI2Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,SURVIVED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.UOI2Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.UOI3Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.UOI3Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testSize,KILLED,br.ufmg.aserg.victorveloso.queue.Queue::size,26,org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator
















































